Index	NumberPSM	Gene	MaxPepProb	ReferenceIntensity	126	127N	127C	128N	128C	129N	129C	130N	130C	131N	RefInt_TMT10_FP18_chimerys
A0A0C4DH38	2	IGHV5-51	1.0	20.171378457060733	-0.08230055032413564	-3.6239919405187333	-3.3671834171814305	0.5659284526708186	-2.4354608511004328	0.5577171524084452	0.7775244755168602	0.7622135772597725	-2.8030165857735616	0.9712440453959603	20.171378457060733
A0A0C4DH41	3	IGHV4-61	1.0	21.441617436266245	-0.18971465027346213	-4.23873970731991	-3.0292838603881034	0.7722048716028276	-3.8265611273118942	0.46985537368937713	0.5268741300719313	0.13630608664201915	-2.951447607522037	0.9836968393072709	21.441617436266245
A0A0U1RR11	3	CENPVL1	0.997	23.512217352030667	0.1271729173446019	-3.1986785654047374	-2.472698679718043	1.4698266668920716	-1.9514666167391805	0.579482003191309	0.5026487059432938	0.4188603353583389	-2.465516094182222	0.2175554063920906	23.512217352030667
A0A1B0GUW7	1	SMIM27	0.984	18.848907272613907	0.12317053399869593	-3.357006984697767	-2.848614129602428	0.8152250765284723	-2.27022085811274	0.8929071200583696	0.7479866356553568	0.7871754141922107	-3.497394490575074	0.44039301057851965	18.848907272613907
A0AV96	16	RBM47	1.0	23.79264861580309	0.26230023952050985	-4.099770883003318	-2.8852679117833144	1.275359580500261	-3.281288566030124	0.5786340614511918	0.49791129269544676	0.42755631205737643	-3.0219162030877964	0.4286387185390197	23.79264861580309
A0AVT1	32	UBA6	1.0	24.235079626195397	0.24360207902402742	-4.243655383456261	-2.627233662837658	0.5621693559112968	-3.711415094313079	0.4848780908783983	0.8215553548991865	0.30019058399083853	-2.76699141804637	1.014828343284936	24.235079626195397
A0FGR8	20	ESYT2	1.0	24.4487680422369	0.38718793483871927	-3.6739031241510602	-2.6080510391103306	0.9121391563262655	-2.875763729444617	0.5559507010236118	0.4629035232108727	0.686035783007636	-2.9994981280301865	0.630566898226208	24.4487680422369
A0JNW5	10	UHRF1BP1L	1.0	22.83107320786763	0.3820648573086345	-3.973128950585994	-2.7234474653766334	0.9901985832076328	-3.4919095274437977	0.7214388127077527	0.7601275922680237	0.6100221040769025	-2.727659324398636	0.48562013464205656	22.83107320786763
A0MZ66	22	SHTN1	1.0	24.506706824260288	0.24837876529779557	-4.396588117822313	-2.591083314417732	1.5287555961920187	-3.6257195573006973	0.23307878596511422	-0.03515682308128554	0.4639550584110914	-3.739989426965007	0.7467408153890851	24.506706824260288
A0PJX8	1	TMEM82	0.9977	19.22329052549839	-0.06652447937002215	-2.911314380268493	-2.4751156372080647	1.089633681825788	-1.602611844026951	0.3215453472172598	0.22715712696010826	1.1800400269588636	-3.4396974750161675	0.5817082843836943	19.22329052549839
A1IGU5	2	ARHGEF37	0.9929	20.134085625485785	0.028770011836115827	-3.62664408674628	-2.7227087336157814	0.910966519569202	-2.844043960931679	0.6549858994610318	0.5916275142153111	0.5816929896227254	-2.566914463686884	0.8733653443825737	20.134085625485785
A1L0T0	34	ILVBL	1.0	24.755734420840703	0.29792578414979687	-3.956410840485132	-2.8797258946049	0.8860528667610126	-2.9277298911666447	0.2959146415939502	0.19607319907062148	0.9589820318058973	-3.1250592234591856	0.5735223773971088	24.755734420840703
A1L170	2	C1orf226	0.9999	21.195122634303544	0.3469815477514544	-3.228167521512506	-2.765730109072231	1.3567929648281787	-2.83662224602843	0.5271747367078916	0.18418717039848964	0.6031564719326177	-3.0208517834468696	0.4962711499509389	21.195122634303544
A1L390	2	PLEKHG3	0.9961	19.95281207080976	0.3220211304935603	-4.715620154357816	-2.4920959930832023	1.1768402467028451	-3.9351826839577857	0.37873474536278096	0.4792162078498272	0.5167670146010579	-3.3841202003654756	0.9515160158531337	19.95281207080976
A1L4H1	1	SSC5D	0.9973	20.847939157446834	-0.821875616538982	NA	NA	0.05489099379648721	NA	-0.21761567341289378	0.3447515042945213	0.661439920853546	-2.689265579275755	0.6124872392636682	20.847939157446834
A1X283	4	SH3PXD2B	1.0	21.388204279833197	-0.029917587199719264	-3.846187817315572	-2.966517112883243	1.7178382112094948	-3.2200238659673097	0.4884209387652252	0.1174600874598557	0.33385681294793024	-3.280365180285008	0.4993902563187689	21.388204279833197
A2A3N6	2	PIPSL	1.0	21.74308900910226	0.24953775398778966	-5.4159081225562336	-3.32295205548548	0.0713001835157101	-3.2608684374043655	0.662865394097139	0.6296721283994078	0.5692512087549932	-3.6055056072698974	0.7496300443600976	21.74308900910226
A2RRP1	25	NBAS	1.0	26.297583249288675	0.26593082337407736	-4.298007027712209	-2.4965125585653993	0.6826431971089875	-3.4516810553136175	0.5779692496739344	0.6400321582858108	0.8705440223464507	-2.8090785302000754	0.6559631804798549	26.297583249288675
A2RTX5	1	TARS3	0.9996	18.455799507038975	0.3746671339131158	-2.9353058798901213	-2.1381152680121946	1.10209825662991	-1.365547483612886	0.7909527089017061	0.35451759893939716	0.3573846888453591	-2.4035941567280545	0.4135152557963995	18.455799507038975
A2RUS2	1	DENND3	1.0	20.870833176108714	0.5689817512355404	-3.7592462444259276	-2.2679505493033023	1.456614799747232	-3.3173223383377923	-0.10785684225385239	-0.3732913512502378	0.6012391347005348	-4.033864763256098	1.0786365734887795	20.870833176108714
A2VDF0	3	FUOM	1.0	21.257457008512365	1.5807962156733737	-2.0783155594249774	-1.6084745029669083	0.16847220579696298	-2.9429706863536786	0.21408289473538744	0.38891517086400285	0.5018089320839785	-3.1613047103406533	-0.04651994562734174	21.257457008512365
A3KMH1	129	VWA8	1.0	26.64290846553304	0.1514821789824179	-4.179358205408782	-2.6278822115433993	0.5256252629394176	-2.9888317183968782	0.7185427370225987	0.667422063165219	0.8516669906204353	-2.715045681466977	0.6229453020713489	26.64290846553304
A3KN83	4	SBNO1	1.0	20.58083672816744	0.1720469804020297	-3.819137874277623	-2.9156482651081204	1.2229829015741753	-3.305249079636334	0.6402194934624781	0.3602843057971121	0.2813777960154056	-3.223350225018029	0.44060350448165764	20.58083672816744
A4D126	1	CRPPA	1.0	20.44274611742949	0.26741053375569024	-2.8105412813195993	-2.1535436435746753	0.6948376290223983	-2.6598159438843414	0.07241027398055877	0.5929128897310534	0.5479711688093083	-1.7265004889413618	1.2191762543894917	20.44274611742949
A4D1E9	6	GTPBP10	1.0	21.52021214965942	-0.017323776495345555	-4.3408617751573315	-2.687208383838888	0.6243014421712569	-3.647225281026869	0.8849527259829735	0.844598611410575	0.6983065942454214	-2.4219926212784033	0.15253410803700795	21.52021214965942
A4D1P6	4	WDR91	1.0	21.85199045372426	0.35179266753848637	-4.374657365037375	-2.5661090951827363	1.1441418685976306	-3.5056969814134993	0.527708257468845	0.6325956615433146	0.8092291379769492	-2.8708719426340368	0.19526879782676154	21.85199045372426
A4D1U4	1	DENND11	0.9979	18.8822112568885	0.7013191017340787	-4.03079300770009	-2.1305163735831485	0.7930091911499879	-2.8378925278018343	0.36618035258309334	0.1916152463301266	0.7564102150503231	-3.1533244892485293	0.9849514600858349	18.8822112568885
A4FU01	1	MTMR11	0.9923	24.600134324655443	0.11050875064659493	-3.3674620591590934	-2.391355974775541	1.176055008252824	-2.1894251788418977	0.4944021739311175	0.39560357569723337	0.9110252316149499	-2.587678991054128	0.4679171210951516	24.600134324655443
A5D8V6	1	VPS37C	0.9996	20.821301493990283	-0.5504900600616907	-3.868241282492418	-2.8555803382920413	1.5895583674385136	-2.911916196034058	0.57058375332916	0.2601892127034411	0.8116310256543144	-3.0920075299951115	0.4986601260719077	20.821301493990283
A5LHX3	1	PSMB11	0.9807	18.573994743778577	-0.2395607533237616	-4.1578753427409065	-3.4352405966411172	0.6193038152567958	-2.4886766160783527	0.8157752134405669	1.3687827008958493	0.682108780195243	-2.756666139297833	0.25701945384053104	18.573994743778577
A5PLN9	2	TRAPPC13	0.9948	22.651534858020074	0.18850482416162073	-4.93819236090259	-2.85196561105033	1.0745856296408682	-4.086129190865198	0.8375031514733777	0.7456354313220288	0.6263733259495865	-2.389681618001349	0.3805070352992921	22.651534858020074
A5YKK6	40	CNOT1	1.0	24.002287173515587	0.032543633075414746	-4.138923116034749	-2.798453772810607	1.3489021697538508	-2.857712195699495	0.5322787437038219	0.5188690341332265	0.45268074239135103	-2.886171574667178	0.5494283135364952	24.002287173515587
A6NCS6	5	C2orf72	1.0	24.11827587001542	0.023940572829530993	-3.6140649596511842	-2.523218375733343	0.4578898892631713	-2.43564604315811	0.674470135593193	0.5273441968796355	1.1107113527180914	-2.39972060255222	0.7947853633608908	24.11827587001542
A6ND91	32	ASPDH	1.0	26.319178331491337	0.9252877930854648	-2.7062418769838015	-1.8454311078900982	0.2527465120265209	-2.3353983802152936	0.09916641886392874	0.203422378289007	0.9876310347143011	-3.1355886828630375	0.4450037190983416	26.319178331491337
A6NDB9	15	PALM3	1.0	23.18751120348674	0.6244623981338862	-3.9656945549131546	-2.19339767541576	0.4356306984537923	-3.0750275139030627	0.12524207476259974	0.004386840313060247	0.915902199871347	-3.4134382773815517	1.14924712250955	23.18751120348674
A6NDG6	4	PGP	1.0	20.86192982317252	0.3764697619610491	-4.195756477483645	-2.4958293790646326	1.2782327730208305	-3.665278314197356	0.4349427040972422	0.4480533174347858	0.4222180154246118	-3.1433173311446865	0.497787030186883	20.86192982317252
A6NDU8	1	C5orf51	0.9933	16.40892082416089	0.42274176030634614	NA	-3.2880413156336417	0.5987642128066124	-3.8678594284894174	0.011737478631873799	0.26590801986138324	0.2909889802996357	NA	0.6231146600760535	NA
A6NEL2	3	SOWAHB	1.0	21.74549839885448	0.41790987439997096	-3.2353523428749043	-2.6894641082190454	0.6710304802880103	-2.9213674083546692	0.3912816301449169	0.4101150232612589	0.4627035475970658	-3.0463843194595874	0.9809066429828448	21.74549839885448
A6NF01	1	POM121B	1.0	17.759141372681952	0.13917964016345863	-3.8224091698357956	-2.916351424214378	1.3565424652632032	-3.1129277761314214	0.422816746514421	0.21817075586068313	0.7022791524008127	-2.8366384226528645	0.8060486984126136	17.759141372681952
A6NH11	4	GLTPD2	1.0	21.765010006372172	0.004065454073602481	-3.899510112195035	-3.090281514747323	1.311411140272396	-1.893740105424306	0.2613274119103455	-0.05356617967590083	1.0983184567603992	-3.0094801471227326	0.8062117372150581	21.765010006372172
A6NHQ2	3	FBLL1	1.0	23.992643067175962	-0.1332855794993293	-4.0534830851636166	-2.7879097320700144	0.9836342368774851	-3.4728003672794934	0.36480911988333986	0.2336197368621118	0.5583870332782332	-3.1829745749833602	0.3461712465680904	23.992643067175962
A6NHR9	34	SMCHD1	1.0	23.34085801022442	-0.29635399525266237	-4.1503659865764515	-3.241342965475771	1.497507581104295	-3.3617624033169973	0.8007185499864278	0.5960934844638768	0.25632774777338696	-2.703856738296291	0.22909966718387498	23.34085801022442
A6NI72	3	NCF1B	1.0	20.906238056365595	0.22491267719846775	-4.151593807043049	-3.2968861133517393	0.6218223920274006	-3.389656860712085	0.4423269355643171	0.4950716120089673	0.3751128393744345	-3.2466981047708092	1.3364812262441816	20.906238056365595
A6NI79	3	CCDC69	0.9989	21.956211342110475	-0.15511989306151186	-2.8665001294149466	-2.8586055946365434	1.1752658421859863	-2.069584001197228	0.4710485806791418	0.21263439296709663	0.7882364252677903	-2.7790710622811616	0.7486270604651928	21.956211342110475
A6NJ78	1	METTL15	0.9982	16.40892082416089	0.22072572039344962	-3.70620008881591	-2.2508384929151735	0.8580674364902308	-2.4828600349650056	0.7029995030112346	0.6182077624609477	0.5170301152617967	-2.5500446141910516	0.8414536999706854	NA
A6NK44	1	GLOD5	0.999	20.273123797858617	1.159832163565163	-3.938824620431383	-1.4611235187523608	-0.844928497763286	-3.648039630495308	0.5103443254345095	0.8927822162893086	1.272486823798662	-2.54696779366191	-0.2640836206057422	20.273123797858617
A6NK58	2	LIPT2	0.9996	19.605966272119858	-0.15119577667952733	-3.025404726405446	-2.6352959539445786	1.03541036109874	-2.245243005158973	0.12088287585366597	-0.1949836187262326	1.0798462049092903	-3.12756761877675	0.9804552870848893	19.605966272119858
A6NKD2	1	TSPY2	0.9823	19.66120367827279	-0.9920122592220864	-4.994017441217757	-3.980190113008506	1.5907419969365115	-3.1752775853517665	0.7627735378323521	0.6352899669215191	0.40869809179524097	-2.336125085110286	0.5890059283863671	19.66120367827279
A6NKT7	2	RGPD3	1.0	22.223374523356945	0.1261224827922014	-4.21803513420856	-3.1715343619042677	1.4638264883672854	-3.4701311671958326	0.7560307523204557	0.36792429342008504	0.34419751193990855	-2.851016669864311	0.5468821399512382	22.223374523356945
A6NLP5	13	TTC36	1.0	22.725644485803272	0.7812493720245861	-3.622877741201929	-1.7844484153595435	-0.026756250185581365	-2.896225117909135	0.054035220311654086	-0.05800637563341482	0.7886650642535589	-3.298298628106256	1.0304136059355855	22.725644485803272
A6NMZ7	20	COL6A6	1.0	23.15401999942826	0.49219734709358676	-4.238627671770194	-2.3386201477168616	0.17958148621326941	-2.9345901874495004	-0.49073983410100475	-0.44594794696332674	0.8458916373331427	-3.8443802704057877	1.7809700342989032	23.15401999942826
A6NNY8	3	USP27X	1.0	22.12304022182411	-0.020861782666077744	-4.485839141286922	-2.8738741711967855	1.2878825831368097	-4.03637197352764	0.5852268659132527	0.6702642740693925	0.3200979558642292	-2.8476043445358563	0.3127700565201046	22.12304022182411
A7E2V4	4	ZSWIM8	1.0	20.973995340065557	0.4266276092004251	-3.6324214722163894	-3.004292420130576	1.1092919233437497	-2.979323457106717	0.4340314951615678	0.32663799272740945	0.6262911642551483	-2.935720322484779	0.789712862048253	20.973995340065557
A8K0S8	1	MEIS3P2	0.9962	18.13317654158373	-0.49415128128023333	-4.477555057300224	-3.2555915112041305	1.9363342374069372	-3.401870328705261	0.539243363628783	0.23190444587323533	0.10952004964754458	-3.185536166603299	0.4876103836369783	18.13317654158373
A8MTT3	3	CEBPZOS	0.9912	21.159304017062443	0.19145207609876636	-3.7129531515797076	-2.815652772378648	1.086842316745141	-2.4232274720187323	0.8332847363332867	0.5906059901790819	0.485730525414219	-2.584296530457433	0.35258039632654103	21.159304017062443
A8MW92	2	PHF20L1	0.9999	20.68376901151823	-0.7902393034988178	-4.138123061960992	-3.6724271250043063	2.1500353773486562	-3.4095461726740153	0.658242730358289	0.07120727292074314	-0.12919446558067094	-3.1307562234360855	0.02683235740188117	20.68376901151823
A8MWD9	5	SNRPGP15	0.9942	26.514421884892904	-0.4837527598995983	-3.9678269511713182	-2.7725170635952736	1.4205730814350872	-2.5214498887629837	0.6694089263581695	0.5624780281501458	0.5720185140233696	-2.3461266514353074	-0.21031008206418988	26.514421884892904
A8MXV4	5	NUDT19	1.0	23.82726494824108	0.07181599452436416	-3.9416987409322175	-2.668710039767518	0.8449570828162436	-2.906432543237594	0.6549766342321846	0.9496331703879939	0.5040540345185072	-2.3395151550995124	0.30028482686923397	23.82726494824108
A9UHW6	3	MIF4GD	0.9998	24.251172821869964	-0.04160272422172184	-4.49371539249487	-2.928884554526709	1.4936913105612852	-3.2064709833063922	0.48263357938708396	0.5157092220599999	0.38233192089946044	-2.700995408669634	0.5028326600383544	24.251172821869964
B0I1T2	6	MYO1G	1.0	21.05807034994637	0.16080581837913321	-4.185893794365522	-2.6781835717543796	0.6603999781469003	-2.4877556076702545	0.6638691181816139	0.653692570896454	0.7122212505644772	-2.4268548463163864	0.7309172432489088	21.05807034994637
B1AK53	3	ESPN	0.9994	23.574723239423236	0.050897212761192634	-4.509776835134867	-2.3303010190514133	0.44335957083294986	-2.038588471215551	0.7193855791497334	0.6443686820678209	0.956803640296858	-2.6635883881872218	0.939157634627751	23.574723239423236
B5ME19	44	EIF3CL	1.0	25.316438283313463	0.21403774542096343	-3.938143780805431	-2.699953648631504	0.9966657284043929	-3.0744063501722554	0.5754468830814528	0.7304731385180201	0.5545616778522771	-2.8094251886913026	0.6285067785864769	25.316438283313463
B7ZAQ6	4	GPR89A	1.0	23.685047819221573	0.05041060511454454	-3.8104117389629444	-2.70635147791908	1.3809843493573961	-2.9702212102877175	0.6475297007746725	0.5193731570034092	0.7293240464103334	-2.9649435535883173	-0.0589230681428532	23.685047819221573
B7ZBB8	3	PPP1R3G	0.9999	21.44379021426269	0.3419708522031648	-4.078422245718887	-2.40385113685438	1.618286006711262	-3.3425366943076096	0.6140911739995261	0.6192297774908262	-0.12362274849070332	-2.952774269860928	0.34577860690651363	21.44379021426269
C4AMC7	10	WASH3P	1.0	23.20596921333688	-0.2666060354673432	-4.121430391216785	-3.1365961751202907	1.2669480770923585	-3.498226853357518	0.5416049331243951	0.3349871080782174	0.2908515560073397	-2.944095196258348	0.5482911345001744	23.20596921333688
C9JH25	1	PRRT4	0.9915	21.076280881851407	-0.6840678399092148	-3.1464641222892595	-3.466006583901205	0.5833442406204448	-1.5233129728240158	-0.24322437308209643	1.0046779327251336	1.5770724438994606	-2.0110926318438054	0.3160131903088015	21.076280881851407
C9JLW8	2	MCRIP1	0.9976	19.580649531317857	0.412460621040017	-4.218890582232129	-2.3191310461196837	1.3629949110011736	-2.7239403912774174	0.585985692939877	0.44788776225608906	0.57988225720392	-2.717357954486485	0.14205679328040688	19.580649531317857
E9PAV3	11	NACA	1.0	25.74904707196183	0.2805911454311172	-4.544794493290082	-2.5649458241627876	1.033018764057406	-3.5710504562116094	0.6740758465482486	0.7775768588688052	0.30514905788917446	-2.5765214531048795	0.6201302468292944	25.74904707196183
E9PRG8	4	C11orf98	0.9999	22.478464203005412	-0.38535942204170404	-4.213820919951515	-2.5430022933895398	1.9237160387890349	-3.0620587616417367	0.6536777227063943	0.2500090748135264	0.04126730129632783	-3.0286662935653768	-0.7223237418281272	22.478464203005412
H3BR10	1	SMLR1	0.9965	19.4142074598918	-0.8186616725807383	-4.249647699356908	-3.343990289195766	1.5680966668816971	-2.9408878874355757	0.695894313058762	0.44469923093500086	0.9489691082302798	-2.92935989819377	0.19400659645740603	19.4142074598918
L0R6Q1	8	SLC35A4	1.0	24.89331238556368	-0.11375414534039052	-4.398455881781651	-3.2401696723581646	1.5786063948094	-3.2399095014585706	0.7237550547183424	0.3807085813446882	0.44898807160229914	-3.0591540007319677	0.09060891950029415	24.89331238556368
L0R8F8	2	MIEF1	1.0	22.251034073500865	0.2721792932306979	-3.415244556773181	-2.4688857743264396	1.171004050212364	-2.930024574877936	0.6974453249624606	0.6521668059688199	0.6425153185012977	-2.5163945318325744	0.21066559472365043	22.251034073500865
O00115	5	DNASE2	1.0	23.886052899197065	0.36029503697201903	-3.7249971757169202	-2.5691103013422403	0.5849876043824658	-2.862613916561264	0.631821899472115	0.8121436678285541	0.9957565269191768	-2.6254810923815057	0.42995468017549143	23.886052899197065
O00116	32	AGPS	1.0	25.465834881697816	0.23258396727870334	-4.2943225395741536	-2.700178458885583	0.683233136505276	-3.2309389941283175	0.8994741582539989	0.7454928049718346	0.5191145961596968	-2.6213172882244677	0.13397359550986465	25.465834881697816
O00139	15	KIF2A	1.0	22.602562175173624	-0.3532315400866217	-4.319418484620721	-3.4835651808208628	1.8143757363073796	-3.4238461126030915	0.6332484487094661	0.2661497942041251	0.10631105019826492	-2.9087957198208123	0.31989884733019025	22.602562175173624
O00142	6	TK2	1.0	22.822877508280246	0.16771808840468694	-3.725386087560949	-2.6940009162119445	0.5910248842611416	-2.232119354309959	0.6511872352362431	0.8597775203747204	0.7781453510651026	-2.075025268086062	0.12189480771695926	22.822877508280246
O00148	2	DDX39A	1.0	20.3581503879271	-0.21835535311105492	-3.965419627964911	-3.6429322200429306	1.2078627653483496	-3.102894755524674	0.7334413077294739	-0.05202478329495097	0.0756176186443307	-3.9769098674942143	0.6994934319595245	20.3581503879271
O00151	19	PDLIM1	1.0	25.173756283242074	0.38198249406077345	-3.724663579813514	-2.61770854440919	1.0571890867154146	-2.9690629003102913	0.3741317121355294	0.4938832902165329	0.6707233478476624	-3.0615719848599223	0.7810640435060883	25.173756283242074
O00154	7	ACOT7	1.0	22.44139975040781	0.16818235547372495	-3.744493820835567	-2.836975301616244	1.5841287418796242	-2.968745439344726	0.4975433211321736	0.29406834052304376	0.46839075874904523	-3.2288601916576596	0.42603488306255954	22.44139975040781
O00159	56	MYO1C	1.0	25.835838005209535	0.29267382964201616	-3.855522855158351	-2.4685951845005016	0.6898589062453233	-2.905783556071187	0.3832544808638918	0.23432604128804613	0.7431095197809618	-3.076125653628953	1.0007710330031045	25.835838005209535
O00160	10	MYO1F	1.0	22.68725427790089	0.23041788640989402	-3.8205251615206075	-2.6697102276415334	0.21796231271524125	-3.0256247908506975	0.49546662428919497	0.5499448946234047	0.8592913504177861	-2.919342332450446	1.136669894676844	22.68725427790089
O00161	15	SNAP23	1.0	24.99080178511675	-0.17404656462142043	-3.8586487435092716	-2.687153528597438	1.0879167248754271	-3.2793356858876734	0.8005230305640438	0.5186319267188324	0.5931011421688197	-2.696604148718567	0.28349447366319325	24.99080178511675
O00165	8	HAX1	1.0	23.876459411532643	-0.3380942816682504	-4.50181799651928	-3.193367026369409	1.840717182125653	-3.483390296809409	0.7844286100139453	0.1921192026003844	0.40264410409913154	-3.6894578261946176	-0.011706070844855532	23.876459411532643
O00170	7	AIP	1.0	23.756664723879027	0.4065477839126679	-4.393596136194734	-2.8409758916998005	1.1623555538769423	-3.17895104311574	0.46204959915820965	0.46688026870290855	0.4989990540400484	-3.1374765651949037	0.6057135812711962	23.756664723879027
O00178	7	GTPBP1	1.0	22.48746038136271	-0.01272997237810003	-3.993773439377912	-3.2038823491583273	1.1715381707173016	-2.9927797359557715	0.6202508651760787	0.5904347657957647	0.4197485919570383	-2.963024218784536	0.3637333761365902	22.48746038136271
O00182	8	LGALS9	1.0	23.239668575695664	0.16884381043523788	-3.7365671567242735	-2.66132580895584	0.605634106390486	-2.4378551869403466	0.6570003433713794	0.6350977800512219	0.7576734308295361	-2.6047194414850603	0.7290452382058525	23.239668575695664
